accession,organism,suspected_status,confidence,evidence_source,evidence_text,voucher,refseq_source_accession,source_accession_in_mycomap_list,dikarya_jobs_containing,example_tip_label,ncbi_url
NR_137615,Lyophyllum moncalvoanum,holotype,high,GenBank /type_material qualifier,holotype of Lyophyllum moncalvoanum,PDD:96328,KJ461904,yes,4,NR_137615 Lyophyllum moncalvoanum PDD:96328 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_137615
NR_137783,Entoloma hainanense,holotype,high,GenBank /type_material qualifier,holotype of Entoloma hainanense,GDGM:27990,JQ320110,yes,4,NR_137783 Entoloma hainanense GDGM:27990,https://www.ncbi.nlm.nih.gov/nuccore/NR_137783
NR_137886,Neoboletus xanthopus,holotype,high,GenBank /type_material qualifier,holotype of Boletus xanthopus,WU:31411,KM027387,yes,4,NR_137886 Boletus xanthopus WU:31411 Burgenland AT,https://www.ncbi.nlm.nih.gov/nuccore/NR_137886
NR_137977,Phacidium grevilleae,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Phacidium grevilleae,CPC:24326,KR476718,yes,4,NR_137977 Phacidium grevilleae Kapchorwa UG,https://www.ncbi.nlm.nih.gov/nuccore/NR_137977
NR_144986,Agaricus berryessae,holotype,high,GenBank /type_material qualifier,holotype of Agaricus berryessae,SFSU:F-020931,KJ609482,yes,4,NR_144986 Agaricus berryessae SFSU:F-020931 California US,https://www.ncbi.nlm.nih.gov/nuccore/NR_144986
NR_151655,Amanita brunneitoxicaria,type,high,GenBank /type_material qualifier,type material of Amanita brunneitoxicaria,BZ:2015_01,KY747462,yes,4,NR_151655 Amanita brunneitoxicaria BZ:2015_01 Thailand,https://www.ncbi.nlm.nih.gov/nuccore/NR_151655
NR_151656,Amanita ballerina,isotype,high,GenBank /type_material qualifier,isotype of Amanita ballerina,MFLU:16-2559,KY747467,yes,4,NR_151656 Amanita ballerina MFLU:16-2559 Thailand,https://www.ncbi.nlm.nih.gov/nuccore/NR_151656
NR_151745,Agaricus campestris,epitype,high,GenBank /type_material qualifier,epitype of Agaricus campestris,MA:Fungi:80998,JQ903618,yes,4,NR_151745 Agaricus campestris MA:Fungi:80998 Madrid ES,https://www.ncbi.nlm.nih.gov/nuccore/NR_151745
NR_151749,Agaricus guizhouensis,holotype,high,GenBank /type_material qualifier,holotype of Agaricus guizhouensis,HKAS:81081,KJ755658,yes,4,NR_151749 Agaricus guizhouensis HKAS:81081 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_151749
NR_151765,Agaricus parasubrutilescens,holotype,high,GenBank /type_material qualifier,holotype of Agaricus parasubrutilescens,HMAS:274000,KT951410,yes,4,NR_151765 Agaricus parasubrutilescens HMAS:274000 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_151765
NR_152343,Inocybe acanthosperma,isotype,high,GenBank /type_material qualifier,isotype of Inocybe acanthosperma,TENN:067005,KJ729861,yes,4,NR_152343 Inocybe acanthosperma TENN:067005 Queensland AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_152343
NR_152905,Hebeloma matritense,holotype,high,GenBank /type_material qualifier,holotype of Hebeloma matritense,BR<BEL>:MYCO 174910-19,KT217364,yes,4,NR_152905 Hebeloma matritense BR:MYCO 174910-19 Spain,https://www.ncbi.nlm.nih.gov/nuccore/NR_152905
NR_153008,Phlegmacium glaucopus f. ingratum,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius glaucopus f. ingratus,PC:P. Moenne-Loccoz 762,KF732316,yes,4,NR_153008 Cortinarius glaucopus f. ingratus PC:P. Moenne-Loccoz 762 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_153008
NR_153062,Cortinarius wahkiacus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius wahkiacus,WTU:M.Beug 09MWB111813,KU041745,yes,4,NR_153062 Cortinarius wahkiacus WTU:M.Beug 09MWB111813 Florida US,https://www.ncbi.nlm.nih.gov/nuccore/NR_153062
NR_153077,Cortinarius fulvescens,neotype,high,GenBank /type_material qualifier,neotype of Cortinarius fulvescens,H:T. Niskanen 04-935,KX388634,yes,4,NR_153077 Cortinarius fulvescens H:T. Niskanen 04-935 Finland,https://www.ncbi.nlm.nih.gov/nuccore/NR_153077
NR_153118,Inocybe hirculus,type,high,GenBank /type_material qualifier,type material of Inocybe hirculus,TURA:2577,FJ531872,yes,4,NR_153118 Inocybe hirculus TURA:2577 Finland,https://www.ncbi.nlm.nih.gov/nuccore/NR_153118
NR_153133,Inocybe fragilis,isotype,high,GenBank /type_material qualifier,isotype of Inocybe fragilis,TENN:066507,KF830029,yes,4,NR_153133 Inocybe fragilis TENN:066507 Western Australia AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_153133
NR_153144,Inocybe mixtilis,epitype,high,GenBank /type_material qualifier,epitype of Agaricus mixtilis,M:0219661,KJ938767,yes,4,NR_153144 Inocybe mixtilis M:0219661,https://www.ncbi.nlm.nih.gov/nuccore/NR_153144
NR_153164,Inocybe tertia,isotype,high,GenBank /type_material qualifier,isotype of Inocybe tertia,TENN:066951,KP641633,yes,4,NR_153164 Inocybe tertia TENN:066951 Queensland AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_153164
NR_153172,Pseudosperma brunneosquamulosum,holotype,high,GenBank /type_material qualifier,holotype of Inocybe brunneosquamulosa,CAL:1308,KX073582,yes,4,NR_153172 Pseudosperma brunneosquamulosum CAL:1308 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_153172
NR_153173,Inocybe rubrobrunnea,holotype,high,GenBank /type_material qualifier,holotype of Inocybe rubrobrunnea,CAL:1307,KX073583,yes,4,NR_153173 Inocybe rubrobrunnea CAL:1307 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_153173
NR_153268,Russula nympharum,holotype,high,GenBank /type_material qualifier,holotype of Russula nympharum,GENT:RUS11121505,KU928157,yes,4,NR_153268 Russula nympharum GENT:RUS11121505 Balearic Islands ES,https://www.ncbi.nlm.nih.gov/nuccore/NR_153268
NR_153302,Russula pseudoaurantiophylla,holotype,high,GenBank /type_material qualifier,holotype of Russula pseudoaurantiophylla,PC:0142479,KY800354,yes,4,NR_153302 Russula pseudoaurantiophylla PC:0142479,https://www.ncbi.nlm.nih.gov/nuccore/NR_153302
NR_153509,Anthostomelloides brabeji,type,high,GenBank /type_material qualifier,type material of Anthostomella brabeji,CMW:20007,EU552098,yes,4,NR_153509 Anthostomelloides brabeji South Africa,https://www.ncbi.nlm.nih.gov/nuccore/NR_153509
NR_153510,Anthostomelloides leucospermi,type,high,GenBank /type_material qualifier,type material of Anthostomella leucospermi,CMW:22228,EU552100,yes,4,NR_153510 Anthostomella leucospermi South Africa,https://www.ncbi.nlm.nih.gov/nuccore/NR_153510
NR_153545,Aureoboletus venustus,holotype,high,GenBank /type_material qualifier,holotype of Aureoboletus venustus,HKAS:77700,KU321702,yes,4,NR_153545 Aureoboletus venustus HKAS:77700,https://www.ncbi.nlm.nih.gov/nuccore/NR_153545
NR_153931,Calocybella dominicana,holotype,high,GenBank /type_material qualifier,holotype of Calocybella dominicana,JBSD:126507,KY363575,yes,4,NR_153931 Calocybella dominicana JBSD:126507 Dominican Republic,https://www.ncbi.nlm.nih.gov/nuccore/NR_153931
NR_154086,Hodophilus paupertinus,holotype,high,GenBank /type_material qualifier,holotype of Hygrophorus paupertinus,MICH:10923,KU882889,yes,4,NR_154086 Hodophilus paupertinus MICH:10923 California US,https://www.ncbi.nlm.nih.gov/nuccore/NR_154086
NR_154157,Marasmius linderioides,type,high,GenBank /type_material qualifier,type material of Marasmius linderioides,SP:417469,JX424037,yes,4,NR_154157 Marasmius linderioides SP:417469,https://www.ncbi.nlm.nih.gov/nuccore/NR_154157
NR_154186,Mutinus albotruncatus,holotype,high,GenBank /type_material qualifier,holotype of Mutinus albotruncatus,UFRN:2025,KT202281,yes,4,NR_154186 Mutinus albotruncatus UFRN:2025,https://www.ncbi.nlm.nih.gov/nuccore/NR_154186
NR_154302,Porpoloma sejunctum,isotype,high,GenBank /type_material qualifier,isotype of Porpoloma sejunctum,MICH:00011835,KJ417302,yes,4,NR_154302 Porpoloma sejunctum MICH:00011835 Tierra del Fuego AR,https://www.ncbi.nlm.nih.gov/nuccore/NR_154302
NR_154304,Pseudotricholoma umbrosum,holotype,high,GenBank /type_material qualifier,holotype of Pseudotricholoma umbrosum,MICH:00012331,KJ417314,yes,4,NR_154304 Pseudotricholoma umbrosum MICH:00012331 Nova Scotia CA,https://www.ncbi.nlm.nih.gov/nuccore/NR_154304
NR_154609,Sebacina cystidiata,holotype,high,GenBank /type_material qualifier,holotype of Sebacina cystidiata,TUB:020024,KF000452,yes,4,NR_154609 Sebacina cystidiata TUB:020024 Baden-Württemberg DE,https://www.ncbi.nlm.nih.gov/nuccore/NR_154609
NR_154689,Amanita populiphila,paratype,high,GenBank /type_material qualifier,paratype of Amanita populiphila,RET:103-4,KP224319,yes,4,NR_154689 Amanita populiphila RET:103-4 Kansas US,https://www.ncbi.nlm.nih.gov/nuccore/NR_154689
NR_154977,Entoloma cyanostipitum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma cyanostipitum,GDGM:31318,KY711237,yes,4,NR_154977 Entoloma cyanostipitum GDGM:31318 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_154977
NR_155175,Helvella tinta,holotype,high,GenBank /type_material qualifier,holotype of Helvella tinta,HKAS:82560,KX239842,yes,4,NR_155175 Helvella tinta HKAS:82560,https://www.ncbi.nlm.nih.gov/nuccore/NR_155175
NR_155320,Leucoagaricus subcrystallifer,holotype,high,GenBank /type_material qualifier,holotype of Leucoagaricus subcrystallifer,HKAS:49373,KP096236,yes,4,NR_155320 Leucoagaricus subcrystallifer HKAS:49373 Sichuan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_155320
NR_155321,Leucoagaricus asiaticus,holotype,high,GenBank /type_material qualifier,holotype of Leucoagaricus asiaticus,LAH:10012012,KP164971,yes,4,NR_155321 Leucoagaricus asiaticus LAH:10012012 Pakistan,https://www.ncbi.nlm.nih.gov/nuccore/NR_155321
NR_155392,Microglossum cyanobasis,holotype,high,GenBank /type_material qualifier,holotype of Microglossum cyanobasis,AH:43985,KX371850,yes,4,NR_155392 Microglossum cyanobasis AH:43985 Spain,https://www.ncbi.nlm.nih.gov/nuccore/NR_155392
NR_155873,Naematelia aurantia,type,high,GenBank /type_material qualifier,type material of Tremella aurantia,CBS:6965,AF444315,yes,4,NR_155873 Tremella aurantia,https://www.ncbi.nlm.nih.gov/nuccore/NR_155873
NR_155934,Tremella coalescens,type,high,GenBank /type_material qualifier,type material of Tremella coalescens,CBS:6967,KY105678,yes,4,NR_155934 Tremella coalescens United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_155934
NR_155937,Tremella mesenterica,type,high,GenBank /type_material qualifier,type material of Tremella mesenterica,CBS:6973,KY105690,yes,4,NR_155937 Tremella mesenterica Canada,https://www.ncbi.nlm.nih.gov/nuccore/NR_155937
NR_155938,Tremella tropica,type,high,GenBank /type_material qualifier,type material of Tremella tropica,CBS:8483,KY105697,yes,4,NR_155938 Tremella tropica Taiwan,https://www.ncbi.nlm.nih.gov/nuccore/NR_155938
NR_156303,Calocybe convexa,holotype,high,GenBank /type_material qualifier,holotype of Calocybe convexa,SYAU:FUNGI 008,KU528827,yes,4,NR_156303 Calocybe convexa SYAU:FUNGI 008 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_156303
NR_157488,Clarireedia bennettii,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Clarireedia bennettii,CBS:309.37,MF964321,yes,4,NR_157488 Clarireedia bennettii,https://www.ncbi.nlm.nih.gov/nuccore/NR_157488
NR_157872,Thaxterogaster singularis,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius singularis,PDD:78767,JQ287672,yes,4,NR_157872 Thaxterogaster singularis PDD:78767 Southland NZ,https://www.ncbi.nlm.nih.gov/nuccore/NR_157872
NR_157883,Cortinarius miwok,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius miwok,UC<USA-CA>:1861351,JQ906753,yes,4,NR_157883 Cortinarius miwok UC:1861351 California US,https://www.ncbi.nlm.nih.gov/nuccore/NR_157883
NR_157884,Cortinarius ohlone,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius ohlone,UC<USA-CA>:1861349,JQ906757,yes,4,NR_157884 Cortinarius ohlone UC:1861349 California US,https://www.ncbi.nlm.nih.gov/nuccore/NR_157884
NR_157914,Cortinarius dulciolens,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius dulciolens,PDD:68471,JX648592,yes,4,NR_157914 Cortinarius dulciolens PDD:68471 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_157914
NR_157933,Thaxterogaster crenulatus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius crenulatus,PC:P. Moenne-Loccoz 4866,KF732292,yes,4,NR_157933 Cortinarius crenulatus PC:P. Moenne-Loccoz 4866 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157933
NR_157949,Thaxterogaster ochropudorinus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius ochropudorinus,PC:P. Moenne-Loccoz 2339,KF732361,yes,4,NR_157949 Cortinarius ochropudorinus PC:P. Moenne-Loccoz 2339 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157949
NR_157953,Thaxterogaster pseudotalus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius pseudotalus,PC:P. Moenne-Loccoz 4859,KF732402,yes,4,NR_157953 Cortinarius pseudotalus PC:P. Moenne-Loccoz 4859 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157953
NR_158352,Agaricus pietatis,holotype,high,GenBank /type_material qualifier,holotype of Agaricus pietatis,AH:47617,MF568546,yes,4,NR_158352 Agaricus pietatis AH:47617 Spain,https://www.ncbi.nlm.nih.gov/nuccore/NR_158352
NR_158424,Craterellus parvogriseus,holotype,high,GenBank /type_material qualifier,holotype of Craterellus parvogriseus,CAL:1533,MF421099,yes,4,NR_158424 Craterellus parvogriseus CAL:1533 Uttarakhand IN,https://www.ncbi.nlm.nih.gov/nuccore/NR_158424
NR_158471,Lepiota elseae,holotype,high,GenBank /type_material qualifier,holotype of Lepiota elseae,AH:40487,KP640556,yes,4,NR_158471 Lepiota elseae AH:40487 Spain,https://www.ncbi.nlm.nih.gov/nuccore/NR_158471
NR_158492,Hydnum albertense,type,high,GenBank /type_material qualifier,type material of Hydnum albertense,H:7043704,KX388664,yes,4,NR_158492 Hydnum H:7043704 West Edmonton Alberta CA,https://www.ncbi.nlm.nih.gov/nuccore/NR_158492
NR_158500,Glutinoglossum orientale,holotype,high,GenBank /type_material qualifier,holotype of Glutinoglossum orientale,LE<RUS>:222166,KX694166,yes,4,NR_158500 Glutinoglossum orientale LE:222166 Russia,https://www.ncbi.nlm.nih.gov/nuccore/NR_158500
NR_158501,Glutinoglossum peregrinans,holotype,high,GenBank /type_material qualifier,holotype of Glutinoglossum peregrinans,LE<RUS>:303988,KX694170,yes,4,NR_158501 Glutinoglossum peregrinans LE:303988 Russia,https://www.ncbi.nlm.nih.gov/nuccore/NR_158501
NR_158503,Glutinoglossum pseudoglutinosum,holotype,high,GenBank /type_material qualifier,holotype of Glutinoglossum pseudoglutinosum,SAV:F:10903,KX694178,yes,4,NR_158503 Glutinoglossum pseudoglutinosum SAV:F:10903 Slovakia,https://www.ncbi.nlm.nih.gov/nuccore/NR_158503
NR_158523,Hodophilus variabilipes,holotype,high,GenBank /type_material qualifier,holotype of Hodophilus variabilipes,SLO:723,MF043543,yes,4,NR_158523 Hodophilus variabilipes SLO:723 Bratislava SK,https://www.ncbi.nlm.nih.gov/nuccore/NR_158523
NR_158814,Otidea onotica,epitype,high,GenBank /type_material qualifier,epitype of Peziza onotica,S:KH.10.284,KP006505,yes,4,NR_158814 Otidea onotica S:KH.10.284 Gotland SE,https://www.ncbi.nlm.nih.gov/nuccore/NR_158814
NR_158888,Pseudocosmospora eutypellae,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Pseudocosmospora eutypellae,CBS:133966,KC291721,yes,4,NR_158888 Pseudocosmospora eutypellae,https://www.ncbi.nlm.nih.gov/nuccore/NR_158888
NR_158897,Pseudotricholoma metapodium,neotype,high,GenBank /type_material qualifier,neotype of Agaricus metapodius,GB:0066422,KJ417309,yes,4,NR_158897 Pseudotricholoma metapodium GB:0066422 Savanes CI,https://www.ncbi.nlm.nih.gov/nuccore/NR_158897
NR_158922,Polyporus parvovarius,type,high,GenBank /type_material qualifier,type material of Polyporus parvovarius,SFC:20120814-33,KY038466,yes,4,NR_158922 Polyporus parvovarius SFC:20120814-33 South Korea,https://www.ncbi.nlm.nih.gov/nuccore/NR_158922
NR_158924,Polyporus orientivarius,type,high,GenBank /type_material qualifier,type material of Polyporus orientivarius,SFC:20130704-20,KY038470,yes,4,NR_158924 Polyporus orientivarius SFC:20130704-20 South Korea,https://www.ncbi.nlm.nih.gov/nuccore/NR_158924
NR_159576,Amanita elliptica,holotype,high,GenBank /type_material qualifier,holotype of Amanita elliptica,HKAS:79602,MH508335,yes,4,NR_159576 Amanita elliptica HKAS:79602 Guangdong CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_159576
NR_159832,Gerronema keralense,holotype,high,GenBank /type_material qualifier,holotype of Gerronema keralense,CAL:1666,MH156555,yes,4,NR_159832 Gerronema keralense CAL:1666 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_159832
NR_159849,Eleutherascus lectardii,type,high,GenBank /type_material qualifier,type material of Arachniotus lectardii,CBS:626.71,MH860289,yes,4,NR_159849 Fungi  France,https://www.ncbi.nlm.nih.gov/nuccore/NR_159849
NR_160068,Mytilinidion resinicola,type,high,GenBank /type_material qualifier,type material of Mytilinidion resinicola,CBS:304.34,MH855535,yes,4,NR_160068.1 Mytilinidion resinicola culture_collection CBS:304.34 USA: Michigan type material,https://www.ncbi.nlm.nih.gov/nuccore/NR_160068
NR_160069,Mytilinidion scolecosporum,type,high,GenBank /type_material qualifier,type material of Mytilinidion scolecosporum,CBS:305.34,MH855536,yes,4,NR_160069.1 Mytilinidion scolecosporum culture_collection CBS:305.34 USA: Wisconsin type material,https://www.ncbi.nlm.nih.gov/nuccore/NR_160069
NR_160450,Leucoagaricus pakistaniensis,type,high,GenBank /type_material qualifier,type material of Leucoagaricus pakistaniensis,LAH:SJF13,KU647727,yes,4,NR_160450 Leucoagaricus pakistaniensis LAH:SJF13 Pakistan,https://www.ncbi.nlm.nih.gov/nuccore/NR_160450
NR_160452,Leucoagaricus sultanii,holotype,high,GenBank /type_material qualifier,holotype of Leucoagaricus sultanii,LAH:SH115,KU647733,yes,4,NR_160452 Leucoagaricus sultanii LAH:SH115 Pakistan,https://www.ncbi.nlm.nih.gov/nuccore/NR_160452
NR_160459,Maireina filipendula,type,high,GenBank /type_material qualifier,type material of Maireina filipendula,C:TL14226,KX772745,yes,4,NR_160459 Maireina filipendula C:TL14226 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_160459
NR_160467,Inocybe gracilior,isotype,high,GenBank /type_material qualifier,isotype of Inocybe gracilior,PDD:98239,KY827278,yes,4,NR_160467 Fungi,https://www.ncbi.nlm.nih.gov/nuccore/NR_160467
NR_160483,Mutinus verrucosus,holotype,high,GenBank /type_material qualifier,holotype of Mutinus verrucosus,UFRN:Fungos:2026,MF447811,yes,4,NR_160483 Mutinus verrucosus UFRN:Fungos:2026,https://www.ncbi.nlm.nih.gov/nuccore/NR_160483
NR_160503,Lactarius sulphosmus,holotype,high,GenBank /type_material qualifier,holotype of Lactarius sulphosmus,HMAS:276808,MG719937,yes,4,NR_160503 Lactarius sulphosmus HMAS:276808,https://www.ncbi.nlm.nih.gov/nuccore/NR_160503
NR_160507,Psathyrella conica,holotype,high,GenBank /type_material qualifier,holotype of Psathyrella conica,HMJAU:37846,MG734739,yes,4,NR_160507 Psathyrella conica HMJAU:37846 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_160507
NR_160567,Cortinarius tacitus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius tacitus,PC:A. Bidaud 05-09-72,KX964583,yes,4,NR_160567 Cortinarius tacitus PC:A. Bidaud 05-09-72 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_160567
NR_160588,Tricholoma olivaceum,holotype,high,GenBank /type_material qualifier,holotype of Tricholoma olivaceum,HKAS:93513,MF034209,yes,4,NR_160588 Tricholoma olivaceum HKAS:93513 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_160588
NR_160589,Tricholoma melleum,holotype,high,GenBank /type_material qualifier,holotype of Tricholoma melleum,HKAS:93514,MF034210,yes,4,NR_160589 Tricholoma melleum HKAS:93514 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_160589
