accession,organism,suspected_status,confidence,evidence_source,evidence_text,voucher,refseq_source_accession,source_accession_in_mycomap_list,dikarya_jobs_containing,example_tip_label,ncbi_url
NR_119587,Cyathus crassimurus,holotype,high,GenBank /type_material qualifier,holotype of Cyathus crassimurus,DAOM:200372,DQ463350,yes,3,NR_119587 Cyathus crassimurus DAOM:200372,https://www.ncbi.nlm.nih.gov/nuccore/NR_119587
NR_119627,Lactarius alboscrobiculatus,holotype,high,GenBank /type_material qualifier,holotype of Lactarius alboscrobiculatus,CMU:H.T. Le 257,EF141539,no,3,NR_119627 Lactarius alboscrobiculatus CMU:H.T. Le 257 Thailand,https://www.ncbi.nlm.nih.gov/nuccore/NR_119627
NR_119669,Hymenoscyphus ginkgonis,holotype,high,GenBank /type_material qualifier,holotype of Hymenoscyphus ginkgonis,KUS:F51352,EU096525,yes,3,NR_119669 Hymenoscyphus ginkgonis KUS:F51352,https://www.ncbi.nlm.nih.gov/nuccore/NR_119669
NR_119671,Boletus nobilissimus,holotype,high,GenBank /type_material qualifier,holotype of Boletus nobilissimus,BUF:Both4244,EU231954,yes,3,NR_119671 Boletus variipes BUF:Both4244 New York US,https://www.ncbi.nlm.nih.gov/nuccore/NR_119671
NR_119705,Crinipellis brunnescens,holotype,high,GenBank /type_material qualifier,holotype of Crinipellis brunnescens,BO:DED6791,FJ167627,no,3,NR_119705 Crinipellis brunnescens BO:DED6791,https://www.ncbi.nlm.nih.gov/nuccore/NR_119705
NR_119777,Cortinarius alienatus,holotype,high,GenBank /type_material qualifier,holotype of Dermocybe alienata,PDD:27180,GU233323,yes,3,NR_119777 Dermocybe alienata PDD:27180 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_119777
NR_119782,Cuphophyllus griseorufescens,holotype,high,GenBank /type_material qualifier,holotype of Camarophyllus griseorufescens,PDD:27230,GU233328,yes,3,NR_119782 Camarophyllus griseorufescens PDD:27230 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_119782
NR_119825,Australovuilleminia coccinea,holotype,high,GenBank /type_material qualifier,holotype of Australovuilleminia coccinea,PDD:94158,HM046875,yes,3,NR_119825 Tylocinum brevisporum PDD:94158 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_119825
NR_119827,Punctulariopsis subglobispora,holotype,high,GenBank /type_material qualifier,holotype of Vuilleminia subglobispora,GB:Hallenberg 12761,HM046917,yes,3,NR_119827 Crepidotus innuopurpureus GB:Hallenberg 12761 Argentina,https://www.ncbi.nlm.nih.gov/nuccore/NR_119827
NR_119831,Craterellus indicus,holotype,high,GenBank /type_material qualifier,holotype of Craterellus indicus,PUN:3884,HM113530,yes,3,NR_119831 Craterellus indicus PUN:3884 Himachal Pradesh IN,https://www.ncbi.nlm.nih.gov/nuccore/NR_119831
NR_119874,Pluteus mammillatus,epitype,high,GenBank /type_material qualifier,epitype of Annularia mammillata,EIU:ASM 7916,HM562119,no,3,NR_119874 Pluteus mammillatus EIU:ASM 7916 Missouri US,https://www.ncbi.nlm.nih.gov/nuccore/NR_119874
NR_119900,Inocybe chalcodoxantha,isotype,high,GenBank /type_material qualifier,isotype of Inocybe chalcodoxantha,WTU:F-043333,HQ201341,yes,3,NR_119900.1 Inocybe chalcodoxantha ISOTYPE NS,https://www.ncbi.nlm.nih.gov/nuccore/NR_119900
NR_119963,Shivasia solida,epitype,high,GenBank /type_material qualifier,epitype of Ustilago solida,personal:Kalman Vanky:H.U.V. 17649,JF966731,yes,3,NR_119963 Shivasia solida personal:Kalman Vanky:H.U.V. 17649 Australia,https://www.ncbi.nlm.nih.gov/nuccore/NR_119963
NR_119979,Vuilleminia erastii,holotype,high,GenBank /type_material qualifier,holotype of Vuilleminia erastii,DAOM:199025,JN387998,no,3,NR_119979 Vuilleminia erastii DAOM:199025 Yukon CA,https://www.ncbi.nlm.nih.gov/nuccore/NR_119979
NR_120079,Octaviania yaeyamaensis,holotype,high,GenBank /type_material qualifier,holotype of Octaviania yaeyamaensis,KPM:NC-0017819,JQ619180,yes,3,NR_120079 Octaviania yaeyamaensis KPM:NC-0017819 Okinawa JP,https://www.ncbi.nlm.nih.gov/nuccore/NR_120079
NR_120097,Cortinarius brunneotinctus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius brunneotinctus,H:TN10-018,JQ746604,yes,3,NR_120097 Cortinarius brunneotinctus,https://www.ncbi.nlm.nih.gov/nuccore/NR_120097
NR_120145,Cortinarius idahoensis,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius idahoensis,MICH:5524,JX045669,yes,3,NR_120145 Fungi,https://www.ncbi.nlm.nih.gov/nuccore/NR_120145
NR_120163,Cortinarius cinnabarinus,epitype,high,GenBank /type_material qualifier,epitype of Cortinarius cinnabarinus,S:F248436,JX114944,yes,3,NR_120163 Cortinarius cinnabarinus S:F248436 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_120163
NR_120175,Multifurca stenophylla,epitype,high,GenBank /type_material qualifier,epitype of Lactarius stenophyllus,MEL:2352529,JX266632,yes,3,NR_120175 Fungi,https://www.ncbi.nlm.nih.gov/nuccore/NR_120175
NR_120219,Donadinia helvelloides,isotype,high,GenBank /type_material qualifier,isotype of Donadinia helvelloides,LY:PB 940,JX669834,yes,3,NR_120219 Fungi LY:PB 940,https://www.ncbi.nlm.nih.gov/nuccore/NR_120219
NR_120275,Gliophorus europerplexus,holotype,high,GenBank /type_material qualifier,holotype of Gliophorus europerplexus,K:181246,KF218267,yes,3,NR_120275.2 Gliophorus europerplexus specimen_voucher K 181246 United Kingdom Wales Pembrokeshire holotype Gliophorus europerplexus,https://www.ncbi.nlm.nih.gov/nuccore/NR_120275
NR_121337,Cortinarius caesiobrunneus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius caesiobrunneus,H:TN05-127,EU266653,yes,3,NR_121337 Cortinarius caesiobrunneus H:TN05-127 Finland,https://www.ncbi.nlm.nih.gov/nuccore/NR_121337
NR_121428,Hypomyces australasiaticus,type,high,GenBank /type_material qualifier,type material of Hypomyces australasiaticus,TFC<EST>:03-8,FN859428,no,3,NR_121428 Hypomyces australasiaticus,https://www.ncbi.nlm.nih.gov/nuccore/NR_121428
NR_130180,Phlegmacium largum,neotype,high,GenBank /type_material qualifier,neotype of Cortinarius largus,H:6001957,AB859985,no,3,NR_130180 Phlegmacium largum H:6001957 Finland Proper FI,https://www.ncbi.nlm.nih.gov/nuccore/NR_130180
NR_130191,Calonarius arenicola,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius arenicola,MICH:10317,KF732252,yes,3,NR_130191 Calonarius arenicola MICH:10317 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_130191
NR_130217,Calonarius flavobulbus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius flavobulbus,IB:19950629,KF732305,yes,3,NR_130217 Calonarius flavobulbus IB:19950629 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_130217
NR_130226,Phlegmacium kuehneri,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius kuehneri,IB:19650042,KF732330,yes,3,NR_130226 Cortinarius kuehneri IB:19650042 Austria,https://www.ncbi.nlm.nih.gov/nuccore/NR_130226
NR_130285,Calonarius viridirubescens,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius viridirubescens,IB:19950688,KF732476,yes,3,NR_130285 Cortinarius viridirubescens IB:19950688 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_130285
NR_130289,Phlegmacium boreidionysae,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius boreidionysae,H:I. Kytovuori 97-1220,KF732488,yes,3,NR_130289.1 Phlegmacium boreidionysae HOLOTYPE EU,https://www.ncbi.nlm.nih.gov/nuccore/NR_130289
NR_131826,Cortinarius brunneovernus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius brunneovernus,WTU:J.F. Ammirati 13331,KC608578,no,3,NR_131826 Cortinarius brunneovernus WTU:J.F. Ammirati 13331 Maine US,https://www.ncbi.nlm.nih.gov/nuccore/NR_131826
NR_131837,Cortinarius uraceus,neotype,high,GenBank /type_material qualifier,neotype of Cortinarius uraceus,H:T. Niskanen 04-872,KJ206522,no,3,NR_131837 Cortinarius uraceus H:T. Niskanen 04-872 Finland,https://www.ncbi.nlm.nih.gov/nuccore/NR_131837
NR_131853,Cortinarius subrufulus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius subrufulus,H:T. Niskanen 09-207,KP087977,yes,3,NR_131853 Cortinarius subrufulus H:T. Niskanen 09-207 Florida US,https://www.ncbi.nlm.nih.gov/nuccore/NR_131853
NR_131859,Cortinarius algonquinensis,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius algonquinensis,WTU:F-040291,KP087983,yes,3,NR_131859 Cortinarius algonquinensis WTU:F-040291 Ontario CA,https://www.ncbi.nlm.nih.gov/nuccore/NR_131859
NR_131871,Cortinarius subargyronotus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius subargyronotus,personal:T. Niskanen:03-1317,KP137494,yes,3,NR_131871 Cortinarius subargyronotus personal:T. Niskanen:03-1317 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_131871
NR_131887,Cortinarius subexitiosus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius subexitiosus,H:T. Niskanen 09-116,KP165574,yes,3,NR_131887 Cortinarius subexitiosus H:T. Niskanen 09-116 Florida US,https://www.ncbi.nlm.nih.gov/nuccore/NR_131887
NR_132814,Hymenoscyphus microserotinus,holotype,high,GenBank /type_material qualifier,holotype of Hymenoscyphus microserotinus,HMAS:68520,DQ986481,yes,3,NR_132814 Hymenoscyphus microserotinus,https://www.ncbi.nlm.nih.gov/nuccore/NR_132814
NR_132871,Scleroderma suthepense,holotype,high,GenBank /type_material qualifier,holotype of Scleroderma suthepense,CMU:55-SC2,JX205215,yes,3,NR_132871 Scleroderma suthepense CMU:55-SC2 Thailand,https://www.ncbi.nlm.nih.gov/nuccore/NR_132871
NR_132897,Geastrum kuharii,holotype,high,GenBank /type_material qualifier,holotype of Geastrum kuharii,MA:Fungi:83795,KF988463,yes,3,NR_132897 Geastrum kuharii MA:Fungi:83795 Argentina,https://www.ncbi.nlm.nih.gov/nuccore/NR_132897
NR_137086,Entoloma azureosquamulosum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma azureosquamulosum,GDGM:27355,JQ410333,yes,3,NR_137086 Entoloma azureosquamulosum GDGM:27355,https://www.ncbi.nlm.nih.gov/nuccore/NR_137086
NR_137600,Butyriboletus primiregius,holotype,high,GenBank /type_material qualifier,holotype of Butyriboletus primiregius,SFSU:J.L. Frank 2030,KC184455,yes,3,NR_137600 Butyriboletus primiregius SFSU:J.L. Frank 2030 California US,https://www.ncbi.nlm.nih.gov/nuccore/NR_137600
NR_137794,Butyriboletus persolidus,holotype,high,GenBank /type_material qualifier,holotype of Butyriboletus persolidus,SFSU:Arora11103,KC184442,yes,3,NR_137794 Butyriboletus persolidus SFSU:Arora11103 California US,https://www.ncbi.nlm.nih.gov/nuccore/NR_137794
NR_137796,Butyriboletus yicibus,holotype,high,GenBank /type_material qualifier,holotype of Butyriboletus yicibus,SFSU:Arora9727,KC184474,yes,3,NR_137796 Butyriboletus yicibus SFSU:Arora9727 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_137796
NR_137806,Boletus rubriceps,holotype,high,GenBank /type_material qualifier,holotype of Boletus rubriceps,SFSU:Arora11340,KC900413,yes,3,NR_137806 Boletus rubriceps SFSU:Arora11340 New Mexico US,https://www.ncbi.nlm.nih.gov/nuccore/NR_137806
NR_137856,Galerina indica,holotype,high,GenBank /type_material qualifier,holotype of Galerina indica,K:190552,KJ187768,yes,3,NR_137856 Galerina indica K:190552 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_137856
NR_137962,Perenniporia vanhullii,holotype,high,GenBank /type_material qualifier,holotype of Perenniporia vanhullii,MUCL:38450,KP217811,yes,3,NR_137962 Perenniporia vanhullii Zimbabwe,https://www.ncbi.nlm.nih.gov/nuccore/NR_137962
NR_138020,Entoloma cettoi,holotype,high,GenBank /type_material qualifier,holotype of Entoloma cettoi,WU:11500,LN850560,no,3,NR_138020 Entoloma cettoi WU:11500 Italy,https://www.ncbi.nlm.nih.gov/nuccore/NR_138020
NR_138022,Cystodermella lactea,holotype,high,GenBank /type_material qualifier,holotype of Cystodermella lactea,LUG:9395,LN878144,no,3,NR_138022 Cystodermella cinnabarina LUG:9395 Switzerland,https://www.ncbi.nlm.nih.gov/nuccore/NR_138022
NR_138397,Stephanospora cribbae,holotype,high,GenBank /type_material qualifier,holotype of Stephanospora cribbae,MEL:2135826,KM086873,yes,3,NR_138397 Stephanospora cribbae MEL:2135826 New South Wales AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_138397
NR_144841,Dimennazyma cisti-albidi,type,high,GenBank /type_material qualifier,type material of Cryptococcus cisti-albidi,CBS:10049,KF036589,yes,3,NR_144841 Dimennazyma cisti-albidi,https://www.ncbi.nlm.nih.gov/nuccore/NR_144841
NR_145313,[Chalara] clidemiae,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Chalara clidemiae,CBS:141319,KX228270,yes,3,NR_145313 [Chalara] clidemiae Lot-et-Garonne FR,https://www.ncbi.nlm.nih.gov/nuccore/NR_145313
NR_147422,Tricladium varicosporioides,type,high,GenBank /type_material qualifier,type material of Hymenoscyphus varicosporioides,CBS:651.66,DQ202514,yes,3,NR_147422 Hymenoscyphus varicosporioides,https://www.ncbi.nlm.nih.gov/nuccore/NR_147422
NR_147632,Amanita subfuliginea,holotype,high,GenBank /type_material qualifier,holotype of Amanita subfuliginea,HKAS:77326,KJ466404,yes,3,NR_147632.1 Amanita subfuliginea specimen_voucher HKAS 77326 China holotype,https://www.ncbi.nlm.nih.gov/nuccore/NR_147632
NR_147634,Amanita griseorosea,holotype,high,GenBank /type_material qualifier,holotype of Amanita griseorosea,HKAS:77332,KJ466411,yes,3,NR_147634.1 Amanita griseorosea specimen_voucher HKAS 77332 China holotype,https://www.ncbi.nlm.nih.gov/nuccore/NR_147634
NR_152368,Inocybe pyrrhopoda,holotype,high,GenBank /type_material qualifier,holotype of Inocybe pyrrhopoda,TENN:066987,KP308813,yes,3,NR_152368.1 Inocybe pyrrhopoda TENN 0669,https://www.ncbi.nlm.nih.gov/nuccore/NR_152368
NR_152372,Mallocybe sabulosa,holotype,high,GenBank /type_material qualifier,holotype of Inocybe sabulosa,PERTH:08320322,KP308821,yes,3,NR_152372.1 Inocybe sabulosa PERTH 08320,https://www.ncbi.nlm.nih.gov/nuccore/NR_152372
NR_152903,Entoloma holmvassdalenense,holotype,high,GenBank /type_material qualifier,holotype of Entoloma holmvassdalenense,O:F75311,KM610321,yes,3,NR_152903 Entoloma holmvassdalenense O:F75311,https://www.ncbi.nlm.nih.gov/nuccore/NR_152903
NR_152906,Hebeloma pseudofragilipes,holotype,high,GenBank /type_material qualifier,holotype of Hebeloma pseudofragilipes,BR<BEL>:MYCO 174911-20,KT217397,yes,3,NR_152906 Hebeloma pseudofragilipes BR:MYCO 174911-20 United Kingdom,https://www.ncbi.nlm.nih.gov/nuccore/NR_152906
NR_152910,Hebeloma sinapizans,epitype,high,GenBank /type_material qualifier,epitype of Hypophyllum sinapizans,BR<BEL>:BR5020184118648,KT218440,yes,3,NR_152910 Hebeloma sinapizans BR:BR5020184118648 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_152910
NR_152933,Entoloma cremeoalbum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma cremeoalbum,O:300037,LN850559,no,3,NR_152933 Entoloma cremeoalbum O:300037 Norway,https://www.ncbi.nlm.nih.gov/nuccore/NR_152933
NR_153036,Cortinarius rubrophyllus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius rubrophyllus,G:R. Baubet No. 234,KP087970,yes,3,NR_153036 Cortinarius rubrophyllus G:R. Baubet No. 234 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_153036
NR_153076,Cortinarius tabularis,epitype,high,GenBank /type_material qualifier,epitype of Agaricus anomalus ? tabularis,S:T.E. Brandrud CFP949,KX302275,yes,3,NR_153076 Cortinarius tabularis S:T.E. Brandrud CFP949 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_153076
NR_153081,Cortinarius biriensis,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius biriensis,O:T.E. Brandrud TEB638-15,KX831118,yes,3,NR_153081 Cortinarius biriensis O:T.E. Brandrud TEB 638-15 Norway,https://www.ncbi.nlm.nih.gov/nuccore/NR_153081
NR_153162,Inocybe subpulverulenta,holotype,high,GenBank /type_material qualifier,holotype of Inocybe subpulverulenta,CANB:574535,KP641624,yes,3,NR_153162 Inocybe subpulverulenta CANB:574535 Australian Capital Territory AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_153162
NR_153248,Russula pseudopectinatoides,holotype,high,GenBank /type_material qualifier,holotype of Russula pseudopectinatoides,HMAS:251523,KM269077,yes,3,NR_153248 Russula pseudopectinatoides HMAS:251523,https://www.ncbi.nlm.nih.gov/nuccore/NR_153248
NR_153254,Russula hookeri,holotype,high,GenBank /type_material qualifier,holotype of Russula hookeri,CUH:AM275,KP713777,yes,3,NR_153254 Russula hookeri CUH:AM275 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_153254
NR_153262,Tricholoma virgatum var. fulvoumbonatum,holotype,high,GenBank /type_material qualifier,holotype of Tricholoma virgatum var. fulvoumbonatum,KATO:Fungi 3350,KT271752,yes,3,NR_153262 Tricholoma virgatum var. fulvoumbonatum KATO:Fungi 3350 Turkey,https://www.ncbi.nlm.nih.gov/nuccore/NR_153262
NR_153299,Tricholoma highlandense,holotype,high,GenBank /type_material qualifier,holotype of Tricholoma highlandense,HKAS:70192,KY488549,yes,3,NR_153299 Tricholoma highlandense HKAS:70192 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_153299
NR_153603,Boletus viscidiceps,holotype,high,GenBank /type_material qualifier,holotype of Boletus viscidiceps,HKAS:57435,JN563921,yes,3,NR_153603 Boletus viscidiceps HKAS:57435,https://www.ncbi.nlm.nih.gov/nuccore/NR_153603
NR_153604,Boletus umbrinipileus,holotype,high,GenBank /type_material qualifier,holotype of Boletus umbrinipileus,HKAS:50496,JN563923,yes,3,NR_153604 Boletus umbrinipileus HKAS:50496,https://www.ncbi.nlm.nih.gov/nuccore/NR_153604
NR_153608,Bothia fujianensis,holotype,high,GenBank /type_material qualifier,holotype of Bothia fujianensis,HKAS:82693,KM269196,yes,3,NR_153608 Bothia fujianensis HKAS:82693 Lima Province PE,https://www.ncbi.nlm.nih.gov/nuccore/NR_153608
NR_153640,Blastobotrys peoriensis,ex-type,high,GenBank /type_material qualifier,culture from type material of Blastobotrys peoriensis,CBS:10340,KY101758,yes,3,NR_153640 Blastobotrys peoriensis,https://www.ncbi.nlm.nih.gov/nuccore/NR_153640
NR_153900,Chalciporus radiatus,holotype,high,GenBank /type_material qualifier,holotype of Chalciporus radiatus,GDGM:43285,KP871804,yes,3,NR_153900 Chalciporus radiatus GDGM:43285,https://www.ncbi.nlm.nih.gov/nuccore/NR_153900
NR_153911,Calocybella lohitha,holotype,high,GenBank /type_material qualifier,holotype of Calocybella lohitha,CAL:1288,KU366465,yes,3,NR_153911 Calocybella lohitha CAL:1288 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_153911
NR_153916,Coprinus littoralis,holotype,high,GenBank /type_material qualifier,holotype of Coprinus littoralis,AH:45819,KU686920,yes,3,NR_153916 Coprinus littoralis AH:45819 Huelva ES,https://www.ncbi.nlm.nih.gov/nuccore/NR_153916
NR_153926,Ceraceomyces atlanticus,holotype,high,GenBank /type_material qualifier,holotype of Ceraceomyces atlanticus,URM<BRA>:85888,KX685875,yes,3,NR_153926 Ceraceomyces atlanticus URM:85888 Pernambuco BR,https://www.ncbi.nlm.nih.gov/nuccore/NR_153926
NR_153970,Farysia itapuensis,type,high,GenBank /type_material qualifier,type material of Farysia itapuensis,CBS:10428,DQ767831,yes,3,NR_153970 Farysia itapuensis,https://www.ncbi.nlm.nih.gov/nuccore/NR_153970
NR_153980,Fibroporia albicans,holotype,high,GenBank /type_material qualifier,holotype of Fibroporia albicans,BJFC:Dai 10595,KC456249,yes,3,NR_153980 Fibroporia albicans BJFC:Dai 10595 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_153980
NR_154003,Fulvifomes imbricatus,holotype,high,GenBank /type_material qualifier,holotype of Fulvifomes imbricatus,IFP:LWZ 20140728-16,KR905677,yes,3,NR_154003 Fulvifomes imbricatus IFP:LWZ 20140728-16 Thailand,https://www.ncbi.nlm.nih.gov/nuccore/NR_154003
NR_154024,Farysia taiwaniana,type,high,GenBank /type_material qualifier,type material of Farysia taiwaniana,CBS:9927,KY103401,yes,3,NR_154024 Farysia taiwaniana Taiwan,https://www.ncbi.nlm.nih.gov/nuccore/NR_154024
NR_154100,Ijuhya vitellina,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Ijuhya vitellina,DSM:104494,KY607535,yes,3,NR_154100 Ijuhya vitellina Turkey,https://www.ncbi.nlm.nih.gov/nuccore/NR_154100
NR_154159,Marasmius conchiformis var. dispar,type,high,GenBank /type_material qualifier,type material of Marasmius conchiformis var. dispar,SP:417466,JX424039,yes,3,NR_154159 Marasmius conchiformis var. dispar SP:417466,https://www.ncbi.nlm.nih.gov/nuccore/NR_154159
NR_154173,Melanoleuca juliannae var. juliannae,holotype,high,GenBank /type_material qualifier,holotype of Melanoleuca juliannae,BP:104371,KJ425539,yes,3,NR_154173 Melanoleuca juliannae var. juliannae BP:104371,https://www.ncbi.nlm.nih.gov/nuccore/NR_154173
NR_154303,Porpoloma terreum,isotype,high,GenBank /type_material qualifier,isotype of Porpoloma terreum,MICH:00011746,KJ417307,yes,3,NR_154303 Porpoloma terreum MICH:00011746 Tierra del Fuego AR,https://www.ncbi.nlm.nih.gov/nuccore/NR_154303
NR_154330,Pulveroboletus sinensis,holotype,high,GenBank /type_material qualifier,holotype of Pulveroboletus sinensis,HKAS:75767,KT824248,yes,3,NR_154330 Pulveroboletus sinensis HKAS:75767,https://www.ncbi.nlm.nih.gov/nuccore/NR_154330
NR_154332,Phylloporia flabelliformis,type,high,GenBank /type_material qualifier,type material of Phylloporia flabelliformis,MUCL:55570,KU198358,yes,3,NR_154332 Phylloporia flabelliforma Gabon,https://www.ncbi.nlm.nih.gov/nuccore/NR_154332
NR_154395,Strobilomyces echinocephalus,type,high,GenBank /type_material qualifier,type material of Strobilomyces echinocephalus,TO:MG001,JX870649,yes,3,NR_154395 Strobilomyces echinocephalus TO:MG001 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_154395
NR_154401,Sticta lumbschiana,type,high,GenBank /type_material qualifier,type material of Sticta lumbschiana,DNA:5436,KC732575,yes,3,NR_154401 Sticta lumbschiana DNA:5436,https://www.ncbi.nlm.nih.gov/nuccore/NR_154401
NR_154403,Sticta macrocyphellata,type,high,GenBank /type_material qualifier,type material of Sticta macrocyphellata,DNA:5569,KC732662,yes,3,NR_154403 Sticta macrocyphellata DNA:5569,https://www.ncbi.nlm.nih.gov/nuccore/NR_154403
NR_154419,Sticta fuliginoides,type,high,GenBank /type_material qualifier,type material of Sticta fuliginoides,LG:3012,KT281722,yes,3,NR_154419 Sticta fuliginoides LG:3012 Canary Islands ES,https://www.ncbi.nlm.nih.gov/nuccore/NR_154419
NR_154442,Rhodocybe asanii,holotype,high,GenBank /type_material qualifier,holotype of Rhodocybe asanii,KATO:Fungi:3659,KX834263,yes,3,NR_154442 Rhodocybe asanii KATO:Fungi:3659 Turkey,https://www.ncbi.nlm.nih.gov/nuccore/NR_154442
NR_154612,Stephanospora aorangi,holotype,high,GenBank /type_material qualifier,holotype of Stephanospora aorangi,PDD:100896,KM086837,yes,3,NR_154612 Stephanospora aorangi PDD:100896 Auckland NZ,https://www.ncbi.nlm.nih.gov/nuccore/NR_154612
NR_154613,Stephanospora pounamu,holotype,high,GenBank /type_material qualifier,holotype of Stephanospora pounamu,PDD:100216,KM086840,yes,3,NR_154613 Stephanospora pounamu PDD:100216 Nelson NZ,https://www.ncbi.nlm.nih.gov/nuccore/NR_154613
NR_154614,Stephanospora kanuka,holotype,high,GenBank /type_material qualifier,holotype of Stephanospora kanuka,PDD:100957,KM086844,yes,3,NR_154614 Stephanospora kanuka PDD:100957 Waikato NZ,https://www.ncbi.nlm.nih.gov/nuccore/NR_154614
NR_154616,Stephanospora sheoak,holotype,high,GenBank /type_material qualifier,holotype of Stephanospora sheoak,MEL:2305133,KM086897,yes,3,NR_154616 Stephanospora sheoak MEL:2305133 Queensland AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_154616
NR_154617,Stephanospora hystrispora,holotype,high,GenBank /type_material qualifier,holotype of Stephanospora hystrispora,MEL:2135830,KM086901,yes,3,NR_154617 Stephanospora hystrispora MEL:2135830 Victoria AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_154617
NR_154623,Xeromphalina campanella,neotype,high,GenBank /type_material qualifier,neotype of Agaricus campanella,TENN:F-069178,KP835678,yes,3,NR_154623 Xeromphalina campanella TENN:F-069178 Czech Republic,https://www.ncbi.nlm.nih.gov/nuccore/NR_154623
NR_154661,Psychronectria hyperantarctica,ex-epitype,high,GenBank /type_material qualifier,culture from epitype of Psychronectria hyperantarctica,WA:52045,MF193500,yes,3,NR_154661 Psychronectria hyperantarctica WA:52045 Antarctica,https://www.ncbi.nlm.nih.gov/nuccore/NR_154661
NR_154805,Coleophoma ericicola,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Coleophoma ericicola,CBS:301.72,KU728488,yes,3,NR_154805 Coleophoma ericicola England GB,https://www.ncbi.nlm.nih.gov/nuccore/NR_154805
NR_154826,Cyathus ibericus,holotype,high,GenBank /type_material qualifier,holotype of Cyathus ibericus,AH:48137,KX858597,yes,3,NR_154826 Cyathus ibericus AH:48137,https://www.ncbi.nlm.nih.gov/nuccore/NR_154826
NR_154876,Butyriboletus autumniregius,holotype,high,GenBank /type_material qualifier,holotype of Butyriboletus autumniregius,SFSU:Arora11112,KC184425,yes,3,NR_154876 Butyriboletus autumniregius SFSU:Arora11112 California US,https://www.ncbi.nlm.nih.gov/nuccore/NR_154876
NR_155130,Glutinoglossum exiguum,holotype,high,GenBank /type_material qualifier,holotype of Glutinoglossum exiguum,PDD:103574,KP690089,yes,3,NR_155130 Glutinoglossum exiguum PDD:103574 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_155130
NR_155167,Hygrocybe rubroalba,holotype,high,GenBank /type_material qualifier,holotype of Hygrocybe rubroalba,MCVE:28634,KT305967,yes,3,NR_155167.1 Hygrocybe rubroalba MCVE 28634 ITS region; from TYPE material,https://www.ncbi.nlm.nih.gov/nuccore/NR_155167
NR_155169,Hypomyces subglobosus,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Hypomyces subglobosus,CBS:543.86,KU382160,yes,3,NR_155169 Hypomyces subglobosus Germany,https://www.ncbi.nlm.nih.gov/nuccore/NR_155169
NR_155185,Hypoxylon petriniae,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Hypoxylon petriniae,CBS:114746,KY610405,yes,3,NR_155185 Hypoxylon petriniae France,https://www.ncbi.nlm.nih.gov/nuccore/NR_155185
NR_155319,Leucoagaricus truncatus,holotype,high,GenBank /type_material qualifier,holotype of Leucoagaricus truncatus,HKAS:49288,KP096235,yes,3,NR_155319 Leucoagaricus truncatus HKAS:49288 Sichuan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_155319
